tempo,posizione,velocita,input
1.532353235323532381e+01,6.900449165360064523e-03,-1.263706060797307670e-02,3.750316486105905178e-01
1.532553255325532504e+01,6.875167299287249234e-03,-1.265123691254865616e-02,3.731766901974220563e-01
1.532753275327532805e+01,6.849857228774842814e-03,-1.266534700882906289e-02,3.713202387794027892e-01
1.532953295329532928e+01,6.824519054506046623e-03,-1.267938984662606364e-02,3.694623017838245538e-01
1.533153315331533229e+01,6.799152878363046507e-03,-1.269336443200901055e-02,3.676028866439161602e-01
1.533353335333533352e+01,6.773758803427183672e-03,-1.270726982730473534e-02,3.657420007988267940e-01
1.533553355335533475e+01,6.748336933978802896e-03,-1.272110515109764299e-02,3.638796516935845493e-01
1.533753375337533775e+01,6.722887375497317575e-03,-1.273486957822966836e-02,3.620158467790718926e-01
1.533953395339533898e+01,6.697410234661278251e-03,-1.274856233980024497e-02,3.601505935120004609e-01
1.534153415341534199e+01,6.671905619348213884e-03,-1.276218272316638307e-02,3.582838993548700945e-01
1.534353435343534322e+01,6.646373638634813126e-03,-1.277573007194258287e-02,3.564157717759516841e-01
1.534553455345534623e+01,6.620814402796743048e-03,-1.278920378600091959e-02,3.545462182492445935e-01
1.534753475347534746e+01,6.595228023308830415e-03,-1.280260332147095843e-02,3.526752462544595068e-01
1.534953495349535046e+01,6.569614612844882143e-03,-1.281592819073984306e-02,3.508028632769756849e-01
1.535153515351535169e+01,6.543974285277863109e-03,-1.282917796245219844e-02,3.489290768078239235e-01
1.535353535353535293e+01,6.518307155679740027e-03,-1.284235226151022452e-02,3.470538943436451973e-01
1.535553555355535593e+01,6.492613340321548229e-03,-1.285545076907364768e-02,3.451773233866656243e-01
1.535753575357535716e+01,6.466892956673461063e-03,-1.286847322255969470e-02,3.432993714446712641e-01
1.535953595359536017e+01,6.441146123404630289e-03,-1.288141941564317251e-02,3.414200460309667062e-01
1.536153615361536140e+01,6.415372960383366498e-03,-1.289428919825637287e-02,3.395393546643580840e-01
1.536353635363536441e+01,6.389573588676960431e-03,-1.290708247658916424e-02,3.376573048691097756e-01
1.536553655365536564e+01,6.363748130551861656e-03,-1.291979921308890507e-02,3.357739041749276954e-01
1.536753675367536687e+01,6.337896709473519845e-03,-1.293243942646052184e-02,3.338891601169173828e-01
1.536953695369536987e+01,6.312019450106455890e-03,-1.294500319166646748e-02,3.320030802355589117e-01
1.537153715371537110e+01,6.286116478314327828e-03,-1.295749063992670050e-02,3.301156720766816877e-01
1.537353735373537411e+01,6.260187921159769513e-03,-1.296990195871875265e-02,3.282269431914226487e-01
1.537553755375537534e+01,6.234233906904578827e-03,-1.298223739177764569e-02,3.263369011362093897e-01
1.537753775377537835e+01,6.208254565009526868e-03,-1.299449723909597808e-02,3.244455534727165302e-01
1.537953795379537958e+01,6.182250026134549631e-03,-1.300668185692383308e-02,3.225529077678488399e-01
1.538153815381538081e+01,6.156220422138582345e-03,-1.301879165776886720e-02,3.206589715936992713e-01
1.538353835383538382e+01,6.130165886079627993e-03,-1.303082711039626335e-02,3.187637525275237027e-01
1.538553855385538505e+01,6.104086552214827571e-03,-1.304278873982870485e-02,3.168672581517156250e-01
1.538753875387538805e+01,6.077982556000302225e-03,-1.305467712734645347e-02,3.149694960537641197e-01
1.538953895389538928e+01,6.051854034091331061e-03,-1.306649291048725924e-02,3.130704738262367615e-01
1.539153915391539229e+01,6.025701124342172470e-03,-1.307823678304644716e-02,3.111701990667360973e-01
1.539353935393539352e+01,5.999523965806244537e-03,-1.308990949507683396e-02,3.092686793778823828e-01
1.539553955395539475e+01,5.973322698735967183e-03,-1.310151185288879923e-02,3.073659223672716156e-01
1.539753975397539776e+01,5.947097464582827217e-03,-1.311304471905025588e-02,3.054619356474500558e-01
1.539953995399539899e+01,5.920848405997451193e-03,-1.312450901238661725e-02,3.035567268358888016e-01
1.540154015401540200e+01,5.894575666829442347e-03,-1.313590570798086991e-02,3.016503035549416567e-01
1.540354035403540323e+01,5.868279392127565344e-03,-1.314723583717349563e-02,2.997426734318278663e-01
1.540554055405540623e+01,5.841959728139562401e-03,-1.315850048756254595e-02,2.978338440985883739e-01
1.540754075407540746e+01,5.815616822312337161e-03,-1.316970080300356588e-02,2.959238231920686690e-01
1.540954095409541047e+01,5.789250823291767351e-03,-1.318083798360967368e-02,2.940126183538745996e-01
1.541154115411541170e+01,5.762861880922896460e-03,-1.319191328575147933e-02,2.921002372303556083e-01
1.541354135413541293e+01,5.736450146249764612e-03,-1.320292802205715564e-02,2.901866874725620993e-01
1.541554155415541594e+01,5.710015771515482286e-03,-1.321388356141240880e-02,2.882719767362198482e-01
1.541754175417541717e+01,5.683558910162299707e-03,-1.322478132896044711e-02,2.863561126817047442e-01
1.541954195419542017e+01,5.657079716831442048e-03,-1.323562280610205040e-02,2.844391029739998800e-01
1.542154215421542141e+01,5.630578347363295044e-03,-1.324640953049549368e-02,2.825209552826787873e-01
1.542354235423542441e+01,5.604054958797223714e-03,-1.325714309605662000e-02,2.806016772818610838e-01
1.542554255425542564e+01,5.577509709371755373e-03,-1.326782515295877110e-02,2.786812766501952088e-01
1.542754275427542687e+01,5.550942758524413101e-03,-1.327845740763284807e-02,2.767597610708159572e-01
1.542954295429542988e+01,5.524354266891793805e-03,-1.328904162276728189e-02,2.748371382313188893e-01
1.543154315431543111e+01,5.497744396309628065e-03,-1.329957961730801261e-02,2.729134158237344621e-01
1.543354335433543412e+01,5.471113309812626613e-03,-1.331007326645854659e-02,2.709886015444856189e-01
1.543554355435543535e+01,5.444461171634664212e-03,-1.332052450167988886e-02,2.690627030943703590e-01
1.543754375437543835e+01,5.417788147208583635e-03,-1.333093531069060901e-02,2.671357281785174398e-01
1.543954395439543958e+01,5.391094403166398624e-03,-1.334130773746677705e-02,2.652076845063692234e-01
1.544154415441544081e+01,5.364380107339117819e-03,-1.335164388224202407e-02,2.632785797916387116e-01
1.544354435443544382e+01,5.337645428756819348e-03,-1.336194590150750761e-02,2.613484217522840658e-01
1.544554455445544505e+01,5.310890537648721085e-03,-1.337221600801189771e-02,2.594172181104826280e-01
1.544754475447544806e+01,5.284115605443017588e-03,-1.338245647076142728e-02,2.574849765925881218e-01
1.544954495449544929e+01,5.257320804767064842e-03,-1.339266961501982961e-02,2.555517049291135545e-01
1.545154515451545230e+01,5.230506309447192914e-03,-1.340285782230840432e-02,2.536174108546863648e-01
1.545354535453545353e+01,5.203672294508899371e-03,-1.341302353040594968e-02,2.516821021080314358e-01
