tempo,posizione,velocita,input
1.609160916091609295e+01,-1.169494870494026207e-04,7.439373620581976425e-03,-1.206604429380937926e+00
1.609360936093609240e+01,-1.023642045091306701e-04,7.769429716493019868e-03,1.447444895501323270e+00
1.609560956095609541e+01,-8.528728945271045589e-05,8.938367431028887075e-03,-1.731406278121243592e-01
1.609760976097609841e+01,-6.779468475969590809e-05,8.494479441806821254e-03,-1.512152488404777950e-01
1.609960996099610142e+01,-5.053892126194885800e-05,8.994874340713911870e-03,7.962829418287989958e-01
1.610161016101610088e+01,-3.188262629628847570e-05,9.330200017194459697e-03,-2.914809867432702761e-01
1.610361036103610388e+01,-1.313071254606126579e-05,9.738445225888455598e-03,8.703723621570658153e-01
1.610561056105610689e+01,7.084476548606184792e-06,1.010289222293297290e-02,-3.036308381538729284e-01
1.610761076107610634e+01,2.622288346497853593e-05,8.939827489315573320e-03,-8.256437120087422032e-01
1.610961096109610935e+01,4.428108546603000346e-05,1.015217367647390512e-02,2.001586735817713070e+00
1.611161116111611236e+01,6.550545793154770660e-05,9.611982852794631604e-03,-2.334392666737994837e+00
1.611361136113611536e+01,8.117782729807212854e-05,6.749582112435413041e-03,-2.985557948683830176e-01
1.611561156115611482e+01,9.439923281829013435e-05,6.643513985875862914e-03,3.263533008809632041e-01
1.611761176117611782e+01,1.073451034407995691e-04,5.960914564712027457e-03,-8.144058240777207747e-01
1.611961196119612083e+01,1.188992446493923258e-04,6.329265993787924066e-03,1.405096952268003019e+00
1.612161216121612028e+01,1.339548460179487699e-04,8.583075553551545653e-03,9.906921481611093983e-01
1.612361236123612329e+01,1.526491431394837812e-04,9.956624790432988883e-03,4.834999169689294662e-01
1.612561256125612630e+01,1.727288562360939934e-04,9.925961926279770406e-03,-9.930241842555886933e-02
1.612761276127612931e+01,1.928308333732894127e-04,1.044071161954863991e-02,6.978337584035124719e-01
1.612961296129612876e+01,2.136940373259151765e-04,9.954993255126580107e-03,-1.016732169317853263e+00
1.613161316131613177e+01,2.314747790927522127e-04,7.862376760545740015e-03,-8.984983266794165369e-01
1.613361336133613477e+01,2.462414924297034210e-04,7.262993240268941601e-03,4.520272855889747587e-01
1.613561356135613423e+01,2.613057034367494754e-04,7.775501012654879515e-03,2.019748961287622380e-01
1.613761376137613723e+01,2.778150198438168522e-04,8.971060649224673472e-03,1.114386127137894311e+00
1.613961396139614024e+01,2.969081151207343130e-04,9.880512791067139894e-03,6.625535709392949002e-02
1.614161416141614325e+01,3.169288696320508988e-04,1.018501691475170133e-02,4.172588762221497993e-01
1.614361436143614270e+01,3.385989742814342969e-04,1.179788711134721092e-02,1.290115246684100603e+00
1.614561456145614571e+01,3.627303031193558603e-04,1.149033393631074089e-02,-1.448751520816746075e+00
1.614761476147614871e+01,3.836213350052350922e-04,9.867657912438682066e-03,7.157590625301457621e-02
1.614961496149614817e+01,4.036776903800351674e-04,1.042698366032793374e-02,7.093837944134185891e-01
1.615161516151615118e+01,4.262775525038247260e-04,1.239831087966182174e-02,1.536063202839315078e+00
1.615361536153615418e+01,4.540557516065706306e-04,1.546745475285842171e-02,1.843626319956459536e+00
1.615561556155615719e+01,4.875647005674887957e-04,1.775834462218328288e-02,8.369382243749710071e-01
1.615761576157615664e+01,5.235772568595016638e-04,1.792093552057812123e-02,-2.354997904370255135e-01
1.615961596159615965e+01,5.581759066997412765e-04,1.647153851520110832e-02,-9.171581960541455025e-01
1.616161616161616266e+01,5.892697436958975205e-04,1.463641778944811157e-02,-6.529710362941674173e-01
1.616361636163616211e+01,6.166395134312106221e-04,1.285498008723786993e-02,-5.382258406801968542e-01
1.616561656165616512e+01,6.417054651571756996e-04,1.244994747178097133e-02,5.725291184155650859e-01
1.616761676167616812e+01,6.665088366601900315e-04,1.206640434029165355e-02,-6.642740271944513886e-01
1.616961696169617113e+01,6.883692906028156646e-04,9.442512340924203926e-03,-1.730926926938908927e+00
1.617161716171617059e+01,7.043589516524387988e-04,6.769127806820715056e-03,-7.163728183117181736e-01
1.617361736173617359e+01,7.166418237136223338e-04,5.762644629120493474e-03,-7.673288505360187362e-02
1.617561756175617660e+01,7.275639328480930151e-04,5.118014784766135479e-03,-4.089741717588014636e-01
1.617761776177617605e+01,7.374023874603020815e-04,4.970682637220174768e-03,4.554368803101412899e-01
1.617961796179617906e+01,7.478969412985722468e-04,5.436153325077311416e-03,1.500783608399788860e-01
1.618161816181618207e+01,7.586786819428171461e-04,5.240082895858990363e-03,-1.427229166147356010e-01
1.618361836183618507e+01,7.685079575810729001e-04,4.506658726255032867e-03,-4.138197409924900816e-01
1.618561856185618453e+01,7.774891942491103094e-04,4.867853508189753410e-03,1.048075183492193307e+00
1.618761876187618753e+01,7.885527363068098837e-04,6.013926339231601310e-03,3.307065326116823689e-01
1.618961896189619054e+01,8.001744458287675258e-04,5.224824412894514027e-03,-9.676077823819778656e-01
1.619161916191619000e+01,8.092076628503328288e-04,4.146205734786957871e-03,7.110857175488927151e-02
1.619361936193619300e+01,8.170183779764009138e-04,3.451919960700048935e-03,-6.200931184227579385e-01
1.619561956195619601e+01,8.227369465090999569e-04,2.337043980972433078e-03,-3.614219082856813814e-01
1.619761976197619902e+01,8.268287317492662618e-04,1.885214209885916013e-03,6.373799548962394423e-02
1.619961996199619847e+01,8.308065997465591788e-04,2.203983508061775880e-03,3.936646770097309012e-01
1.620162016201620148e+01,8.354385618880280553e-04,2.213739915556059076e-03,-2.644273482026858191e-01
1.620362036203620448e+01,8.390545052830088949e-04,1.341101589968970087e-03,-4.724467461569444859e-01
1.620562056205620394e+01,8.421837974430226772e-04,2.530242395351493118e-03,1.774374185368994716e+00
1.620762076207620694e+01,8.482320329673217769e-04,2.242705444931449976e-03,-2.019504733133315355e+00
1.620962096209620995e+01,8.495281952612801285e-04,-4.795911089748783524e-04,-5.756268094168479621e-01
1.621162116211621296e+01,8.483705002387893941e-04,-1.367944799151681306e-04,1.003015838918125180e+00
1.621362136213621241e+01,8.496492717064844154e-04,1.239575393148464443e-03,4.932406563670226340e-01
1.621562156215621542e+01,8.530147141110922286e-04,2.129107555258113234e-03,4.962298902059521510e-01
1.621762176217621843e+01,8.574847701958901837e-04,2.024529368084545221e-03,-4.615512158980548674e-01
1.621962196219622143e+01,8.608670004873127416e-04,1.252039074646361071e-03,-8.826540204015302926e-01
1.622162216221622089e+01,8.621282893574658138e-04,1.351682913562583105e-04,7.523905427304340421e-01
1.622362236223622389e+01,8.601601174227299640e-04,-1.965288483149826501e-03,-1.331238445034015783e+00
1.622562256225622690e+01,8.541696411838528655e-04,-4.267204390531409430e-03,-9.008528895410327086e-01
1.622762276227622635e+01,8.446759362191092087e-04,-4.854088394941874669e-03,3.500897697830552824e-01
1.622962296229622936e+01,8.365554782042173296e-04,-2.769898486489175572e-03,1.697408830574644867e+00
1.623162316231623237e+01,8.323094593520047194e-04,-2.617023580172383665e-03,-1.447919525146146302e+00
1.623362336233623537e+01,8.246078588580368690e-04,-4.767026606838987643e-03,-5.883894429731465481e-01
1.623562356235623483e+01,8.149755868508722686e-04,-4.292985073272729928e-03,1.123613638046624175e+00
1.623762376237623783e+01,8.090289232524864454e-04,-1.436069246959040778e-03,1.793155911406784764e+00
1.623962396239624084e+01,8.086409558299414643e-04,5.513169385652576769e-04,3.194380463710468909e-01
1.624162416241624030e+01,8.096240517856015222e-04,1.119173938599640717e-04,-6.407918404015268132e-01
1.624362436243624330e+01,8.099008971236908811e-04,8.433253065181279574e-04,1.531775144838274816e+00
1.624562456245624631e+01,8.135395925008896646e-04,2.414933331602970093e-03,1.924405907754107581e-01
1.624762476247624932e+01,8.177289488677499853e-04,1.451480382003105148e-03,-1.008047298329633801e+00
